Fid,event_unique_id,occurrencedate,reporteddate,location_type,premises_type,Neighbourhood,Longitude,Latitude,Offence_Label
10.42.0.211-117.121.27.13-42570-80-6,GO-20221891947,2022/04/14 04:00:00+00,2022/04/14 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Church-Yonge Corridor,-79.37215317,43.64913066,0
172.217.10.68-10.42.0.151-443-46426-6,GO-20221895523,2022/04/15 04:00:00+00,2022/04/15 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,South Riverdale,-79.33556888,43.66925054,0
10.42.0.1-10.42.0.42-53-11971-17,GO-20221895897,2022/04/15 04:00:00+00,2022/04/15 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rockcliffe-Smythe,-79.48857373,43.6751017,1
172.217.12.206-10.42.0.151-443-41861-6,GO-20221895987,2022/04/15 04:00:00+00,2022/04/15 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Woburn,-79.24565264,43.77192103,0
10.42.0.151-52.84.134.181-58237-443-6,GO-20221894426,2022/04/14 04:00:00+00,2022/04/15 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dufferin Grove,-79.43131207,43.65773638,1
10.42.0.151-103.235.46.39-57330-80-6,GO-20221894426,2022/04/14 04:00:00+00,2022/04/15 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dufferin Grove,-79.43131207,43.65773638,0
10.42.0.211-36.51.254.232-41803-443-6,GO-20221896712,2022/04/15 04:00:00+00,2022/04/15 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Woburn,-79.21426515,43.77080029,1
10.42.0.1-10.42.0.42-53-14324-17,GO-20221898480,2022/04/15 04:00:00+00,2022/04/15 04:00:00+00,Convenience Stores,Commercial,Palmerston-Little Italy,-79.42322914,43.6625099,0
10.42.0.151-54.239.17.112-49794-443-6,GO-20221899512,2022/04/15 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rockcliffe-Smythe,-79.49280545,43.66954276,1
172.217.10.72-10.42.0.211-443-47966-6,GO-20221899578,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.37700237,43.66017519,1
10.42.0.211-23.206.125.17-34435-80-6,GO-20221899917,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,West Hill,-79.18618517,43.76840677,0
10.42.0.151-10.42.0.1-36720-53-17,GO-20221899917,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,West Hill,-79.18618517,43.76840677,1
10.42.0.211-10.42.0.1-46499-53-17,GO-20221899917,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,West Hill,-79.18618517,43.76840677,0
172.217.10.14-10.42.0.151-443-43597-6,GO-20221900073,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.38048097,43.66464717,0
172.217.10.40-10.42.0.211-443-51176-6,GO-20221900073,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.38048097,43.66464717,1
10.42.0.211-98.139.199.205-60246-443-6,GO-20221902211,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,Convenience Stores,Commercial,Mount Dennis,-79.5039677,43.68889241,1
10.42.0.211-52.192.237.93-37008-443-6,GO-20221902211,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,Convenience Stores,Commercial,Mount Dennis,-79.5039677,43.68889241,0
140.205.140.87-10.42.0.211-80-60932-6,GO-20221902201,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,Bar / Restaurant,Commercial,Black Creek,-79.51472666,43.76721178,1
221.228.208.97-10.42.0.211-80-41093-6,GO-20221902869,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Milliken,-79.28625051,43.80375133,0
10.42.0.211-10.42.0.1-53081-53-17,GO-20221903956,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Caledonia-Fairbank,-79.45173731,43.69398609,1
10.42.0.211-23.203.49.224-57780-443-6,GO-20221903891,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Eglinton East,-79.24502051,43.74322907,0
172.217.9.234-10.42.0.151-443-54218-6,GO-20221903891,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Eglinton East,-79.24502051,43.74322907,1
172.217.10.110-10.42.0.151-443-35574-6,GO-20221903891,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Eglinton East,-79.24502051,43.74322907,0
151.101.1.140-10.42.0.211-443-38148-6,GO-20221904488,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Oakwood Village,-79.43656024,43.68186731,0
10.42.0.151-66.231.239.96-36236-443-6,GO-20221905202,2022/04/16 04:00:00+00,2022/04/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38601979,43.65524051,0
172.217.11.14-10.42.0.42-443-44722-6,GO-20221905914,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,Hillcrest Village,-79.35469483,43.79266025,0
217.69.136.176-10.42.0.151-443-35999-6,GO-20221908267,2022/01/27 05:00:00+00,2022/04/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38103127,43.65056603,0
172.217.10.142-10.42.0.42-443-32936-6,GO-20221909635,2022/04/15 04:00:00+00,2022/04/17 04:00:00+00,Schools During Supervised Activity,Educational,LAmoreaux,-79.31870367,43.80149412,1
10.42.0.211-10.42.0.1-26031-53-17,GO-20221909382,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,Schools During Supervised Activity,Educational,Eglinton East,-79.25806428,43.73452984,1
216.58.219.228-10.42.0.151-443-60961-6,GO-20221909382,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,Schools During Supervised Activity,Educational,Eglinton East,-79.25806428,43.73452984,0
169.45.223.16-10.42.0.151-80-60904-6,GO-20221910204,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Weston,-79.50696302,43.69998058,0
10.42.0.211-54.192.36.47-51816-80-6,GO-20221910559,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Bay Street Corridor,-79.38353872,43.64792395,0
203.205.158.60-10.42.0.211-80-47615-6,GO-20221909218,2022/04/14 04:00:00+00,2022/04/17 04:00:00+00,Schools During Un-Supervised Activity,Educational,Stonegate-Queensway,-79.49716926,43.63776486,1
172.217.10.34-10.42.0.211-443-50084-6,GO-20221911910,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Rosedale-Moore Park,-79.39329174,43.68623255,1
10.42.0.1-10.42.0.42-53-31900-17,GO-20221911910,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Rosedale-Moore Park,-79.39329174,43.68623255,1
10.42.0.42-23.217.155.120-47543-80-6,GO-20221911639,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,Ttc Subway Station,Transit,Yorkdale-Glen Park,-79.44598667,43.72478043,1
10.42.0.42-23.206.125.17-39538-80-6,GO-20221911926,2022/04/17 04:00:00+00,2022/04/17 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Thistletown-Beaumond Heights,-79.5665454,43.73745504,1
10.42.0.211-104.208.156.39-49583-443-6,GO-20221912682,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Regent Park,-79.35649069,43.65737489,0
172.217.9.238-10.42.0.211-443-58648-6,GO-20221912456,2022/04/17 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bendale,-79.26645889,43.76894103,1
139.194.89.12-10.42.0.211-32361-60774-17,GO-20221913265,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,West Hill,-79.1947012,43.76201197,0
10.42.0.151-10.42.0.1-64288-53-17,GO-20221912805,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.4000091,43.65794797,0
10.42.0.211-52.84.26.207-32870-80-6,GO-20221912805,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.4000091,43.65794797,0
163.177.151.166-10.42.0.151-443-33641-6,GO-20221913861,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.3749069,43.65118528,1
172.217.11.35-10.42.0.42-443-35253-6,GO-20221916834,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Woburn,-79.22350715,43.78291319,0
10.42.0.211-10.42.0.1-13970-53-17,GO-20221916834,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Woburn,-79.22350715,43.78291319,1
192.229.163.180-10.42.0.42-443-58662-6,GO-20221916540,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bendale,-79.2561524,43.77219813,0
172.217.6.202-10.42.0.42-443-57418-6,GO-20221916857,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Woburn,-79.23278498,43.77252176,1
182.22.67.69-10.42.0.42-443-40050-6,GO-20221917090,2022/04/18 04:00:00+00,2022/04/18 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Clairlea-Birchmount,-79.30051797,43.7197057,0
10.42.0.151-64.71.142.124-36276-80-6,GO-20221918295,2022/04/19 04:00:00+00,2022/04/19 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Beechborough-Greenbrook,-79.48606721,43.69461274,1
198.11.190.8-10.42.0.151-443-44072-6,GO-20221920373,2022/04/19 04:00:00+00,2022/04/19 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Ionview,-79.27886224,43.73286173,1
172.217.6.196-10.42.0.211-443-52656-6,GO-20221921886,2022/04/19 04:00:00+00,2022/04/19 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Milliken,-79.27267837,43.83314501,0
10.42.0.1-10.42.0.42-53-37682-17,GO-20221922847,2022/04/19 04:00:00+00,2022/04/19 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,LAmoreaux,-79.32228894,43.79907137,1
140.205.164.47-10.42.0.151-443-40837-6,GO-20221923249,2022/04/19 04:00:00+00,2022/04/19 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Markland Wood,-79.57602116,43.63046522,0
173.194.204.102-10.42.0.151-443-50495-6,GO-20221923663,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rouge,-79.23465965,43.82724333,0
180.149.136.194-10.42.0.211-80-36115-6,GO-20221923629,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Agincourt North,-79.27970581,43.81105684,1
172.217.10.14-10.42.0.151-443-47654-17,GO-20221923509,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Annex,-79.41239827,43.66488473,1
198.105.244.11-10.42.0.151-80-41261-6,GO-20221925313,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,Convenience Stores,Commercial,Mount Olive-Silverstone-Jamestown,-79.58705964,43.75362093,0
10.42.0.211-74.119.118.71-48377-443-6,GO-20221926648,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Eringate-Centennial-West Deane,-79.58232618,43.65777966,1
10.42.0.1-10.42.0.42-53-32174-17,GO-20221926648,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Eringate-Centennial-West Deane,-79.58232618,43.65777966,0
10.42.0.151-54.69.215.78-36195-443-6,GO-20221927913,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Birchcliffe-Cliffside,-79.2495251,43.70041455,1
172.217.9.238-10.42.0.42-443-60602-6,GO-20221928288,2022/04/20 04:00:00+00,2022/04/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,The Beaches,-79.28304118,43.67357992,0
203.205.158.62-10.42.0.211-80-33407-6,GO-20222154154,2022/05/26 04:00:00+00,2022/05/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Thorncliffe Park,-79.34134662,43.70801788,1
172.217.7.227-10.42.0.211-443-45832-6,GO-20222347737,2022/06/23 04:00:00+00,2022/06/23 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Woburn,-79.2418329,43.76508055,0
10.42.0.211-10.42.0.1-31940-53-17,GO-20221994906,2022/05/01 04:00:00+00,2022/05/01 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Downsview-Roding-CFB,-79.49073588,43.73737227,0
183.3.235.80-10.42.0.211-80-35543-6,GO-20222154154,2022/05/26 04:00:00+00,2022/05/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Thorncliffe Park,-79.34134662,43.70801788,0
10.42.0.211-52.84.134.157-46430-443-6,GO-20222347968,2022/06/23 04:00:00+00,2022/06/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.37099208,43.65829436,0
10.42.0.211-69.147.82.61-53367-443-6,GO-20221995974,2022/05/01 04:00:00+00,2022/05/01 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Yorkdale-Glen Park,-79.45314037,43.70698317,0
10.42.0.42-47.89.69.218-56726-443-6,GO-20222038421,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Bay Street Corridor,-79.38307051,43.66137201,1
239.255.255.250-10.42.0.1-1900-34732-17,GO-20222157131,2022/05/26 04:00:00+00,2022/05/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Thorncliffe Park,-79.34658826,43.70321193,1
10.42.0.42-123.125.115.164-53636-443-6,GO-20222157338,2022/05/26 04:00:00+00,2022/05/26 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Stonegate-Queensway,-79.50752572,43.62788712,0
172.217.10.42-10.42.0.151-443-52497-6,GO-20222157635,2022/05/26 04:00:00+00,2022/05/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Downsview-Roding-CFB,-79.51410965,43.72063505,0
10.42.0.211-10.42.0.1-49657-53-17,GO-20222160359,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Kennedy Park,-79.25201093,43.73584906,0
10.42.0.211-104.244.43.163-39538-443-6,GO-20222162480,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,New Toronto,-79.50410543,43.60100716,1
10.42.0.42-66.198.24.225-37333-443-6,GO-20222161988,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Kennedy Park,-79.25010348,43.73498978,1
162.208.20.184-10.42.0.42-443-35800-6,GO-20222161988,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Kennedy Park,-79.25010348,43.73498978,1
10.42.0.211-66.231.239.122-45568-80-6,GO-20222165377,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.36941977,43.65452491,1
10.42.0.151-23.66.240.213-55026-80-6,GO-20222164663,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Trinity-Bellwoods,-79.40415004,43.6476754,1
172.217.10.106-10.42.0.151-443-55558-6,GO-20222164663,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Trinity-Bellwoods,-79.40415004,43.6476754,0
172.217.10.10-10.42.0.151-443-59614-6,GO-20222166543,2022/05/27 04:00:00+00,2022/05/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bendale,-79.25560553,43.77058356,1
172.217.11.10-10.42.0.211-443-44521-6,GO-20222167108,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.37008264,43.65616228,0
10.42.0.151-10.42.0.1-55952-53-17,GO-20222166878,2022/05/27 04:00:00+00,2022/05/28 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,South Riverdale,-79.31237569,43.66036758,0
172.217.10.46-10.42.0.151-443-54695-6,GO-20222166878,2022/05/27 04:00:00+00,2022/05/28 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,South Riverdale,-79.31237569,43.66036758,0
10.42.0.211-10.42.0.1-46049-53-17,GO-20222167285,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Eringate-Centennial-West Deane,-79.57217757,43.6523955,1
174.35.73.174-10.42.0.211-80-35224-6,GO-20222167267,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Rustic,-79.5047176,43.71574209,0
172.217.9.238-10.42.0.151-443-36156-6,GO-20222168055,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Cliffcrest,-79.23876584,43.71958125,1
10.42.0.211-52.85.90.101-34845-443-6,GO-20222168231,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Oakwood Village,-79.44713126,43.69471797,0
209.10.120.26-10.42.0.211-80-43355-6,GO-20222170288,2022/04/01 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dovercourt-Wallace Emerson-Junction,-79.45002374,43.66598952,1
10.42.0.211-104.192.110.245-33433-80-6,GO-20222169745,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Oakridge,-79.28107824,43.69281716,0
10.42.0.42-64.71.142.95-50107-80-6,GO-20222169745,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Oakridge,-79.28107824,43.69281716,1
172.217.10.142-10.42.0.151-443-41476-6,GO-20222170002,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.45241445,43.65632155,1
10.42.0.211-10.42.0.1-63073-53-17,GO-20222170002,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.45241445,43.65632155,0
10.42.0.211-10.42.0.1-31963-53-17,GO-20222170002,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.45241445,43.65632155,1
10.42.0.151-52.84.26.74-45336-443-6,GO-20222170002,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.45241445,43.65632155,0
10.42.0.211-23.206.125.17-38453-80-6,GO-20222170002,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.45241445,43.65632155,0
10.42.0.42-52.216.80.202-51061-80-6,GO-20222172008,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,Ttc Subway Station,Transit,Oakridge,-79.28898153,43.69286837,1
172.217.12.206-10.42.0.151-443-40248-6,GO-20222172008,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,Ttc Subway Station,Transit,Oakridge,-79.28898153,43.69286837,1
10.42.0.211-10.42.0.1-3471-53-17,GO-20222172008,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,Ttc Subway Station,Transit,Oakridge,-79.28898153,43.69286837,0
172.217.10.138-10.42.0.42-443-57402-6,GO-20222172008,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,Ttc Subway Station,Transit,Oakridge,-79.28898153,43.69286837,1
182.22.67.73-10.42.0.42-443-43979-6,GO-20222172073,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38605934,43.6615638,0
172.217.10.141-10.42.0.151-443-46888-17,GO-20222171516,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Mount Olive-Silverstone-Jamestown,-79.58849474,43.73869605,1
10.42.0.211-10.42.0.1-43652-53-17,GO-20222171380,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,West Hill,-79.1932545,43.76320713,0
182.22.25.124-10.42.0.211-443-54058-6,GO-20222171850,2022/05/26 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Humber Heights-Westmount,-79.52656968,43.68233667,1
192.229.173.173-10.42.0.211-80-42803-6,GO-20222172443,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Wychwood,-79.43007432,43.68079185,0
220.243.219.55-10.42.0.211-80-54836-6,GO-20222172831,2022/05/27 04:00:00+00,2022/05/28 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,Brookhaven-Amesbury,-79.50285482,43.69955476,0
203.205.158.35-10.42.0.211-80-36556-6,GO-20222171035,2022/05/28 04:00:00+00,2022/05/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Tam OShanter-Sullivan,-79.32216882,43.77350115,0
172.217.10.110-10.42.0.211-443-53493-6,GO-20222173702,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Black Creek,-79.52095749,43.76509667,0
157.240.2.25-10.42.0.211-443-40060-6,GO-20222173702,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Black Creek,-79.52095749,43.76509667,0
10.42.0.211-10.42.0.1-63308-53-17,GO-20222175322,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,Wexford/Maryvale,-79.29747446,43.72565086,1
10.42.0.1-10.42.0.42-53-17412-17,GO-20222175322,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,Wexford/Maryvale,-79.29747446,43.72565086,1
10.42.0.211-10.42.0.1-39076-53-17,GO-20222174912,2022/04/25 04:00:00+00,2022/05/29 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Mount Olive-Silverstone-Jamestown,-79.58637766,43.73250887,0
10.42.0.211-10.42.0.1-1183-53-17,GO-20222175979,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,The Beaches,-79.29797652,43.67046133,0
10.42.0.42-119.146.74.32-33837-443-6,GO-20222176561,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Eringate-Centennial-West Deane,-79.5860098,43.65789049,0
10.42.0.211-10.42.0.1-57254-53-17,GO-20222177181,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Malvern,-79.21368065,43.81791966,1
10.42.0.211-10.42.0.1-64846-53-17,GO-20222177683,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Rexdale-Kipling,-79.57154898,43.72857512,1
202.77.129.146-10.42.0.42-80-39938-6,GO-20222178824,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Thorncliffe Park,-79.34358503,43.70747328,1
10.42.0.211-23.206.125.17-34852-80-6,GO-20222179204,2022/05/29 04:00:00+00,2022/05/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Oakridge,-79.28898153,43.69286837,1
192.229.173.173-10.42.0.151-443-52507-6,GO-20222180987,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Bar / Restaurant,Commercial,Brookhaven-Amesbury,-79.47711002,43.71000528,1
172.217.10.46-10.42.0.151-443-47697-6,GO-20222180987,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Bar / Restaurant,Commercial,Brookhaven-Amesbury,-79.47711002,43.71000528,0
216.58.212.131-10.42.0.151-443-48952-6,GO-20222181165,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Long Branch,-79.53696115,43.59365863,1
10.42.0.42-115.239.210.141-54882-443-6,GO-20222181477,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.40110737,43.65227394,0
172.217.3.98-10.42.0.211-443-34372-6,GO-20222184244,2022/05/28 04:00:00+00,2022/05/30 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,NSA,0,0,0
216.58.219.234-10.42.0.42-443-47241-6,GO-20222184601,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.57729015,43.72728768,0
172.217.12.163-10.42.0.42-443-42859-17,GO-20222184601,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.57729015,43.72728768,1
